Время начала - сс.мс	Время окончания - сс.мс	text@iys1984f	text@vnp1986f	words@iys1984f	words@vnp1986f	gesture@iys1984f	gesture@vnp1986f	gestMeaning@iys1984f	gestMeaning@vnp1986f	intonation@iys1984f	intonation@vnp1986f	gram@iys1984f	gram@vnp1986f	pos@iys1984f	pos@vnp1986f	
292.676	292.968		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		?						неясно		_		PUNCT
292.968	293.26		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		/						неясно		_		PUNCT
293.26	293.552		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		/						неясно		_		PUNCT
293.552	293.844		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		что						неясно		Case=Nom		PRON
293.844	294.136		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		же						неясно		_		PART
294.136	294.428		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		это						неясно		Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing		PRON
294.428	294.72		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		такое-то						неясно		Case=Nom|Degree=Pos|Gender=Neut|Number=Sing		DET
294.72	295.012		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		ну						неясно		_		PART
295.012	295.304		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		?						неясно		_		PUNCT
295.304	295.596		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		/						неясно		_		PUNCT
295.596	295.903		я вот / я знаю что / Олег Павлович Табаков покойный / вскипал на экзаменах в школу-студию МХАТ / потому что он просто в какой-то момент его / задалбовало слушать уже // кто-то еще пишет стихи ? / говорил он // или только она ? // что же это такое-то ну ? //		/						неясно		_		PUNCT
297.77	298.009		был да // я жаль что мы не сможем это уже обсудить // ааа //		был						нарратив		Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		VERB
298.009	298.248		был да // я жаль что мы не сможем это уже обсудить // ааа //		да						нарратив		_		PART
298.248	298.487		был да // я жаль что мы не сможем это уже обсудить // ааа //		/						нарратив		_		PUNCT
298.487	298.726		был да // я жаль что мы не сможем это уже обсудить // ааа //		/						нарратив		_		PUNCT
298.726	298.965		был да // я жаль что мы не сможем это уже обсудить // ааа //		я						нарратив		Case=Nom|Number=Sing|Person=1		PRON
298.965	299.204		был да // я жаль что мы не сможем это уже обсудить // ааа //		жаль						нарратив		Degree=Pos		ADV
299.204	299.443		был да // я жаль что мы не сможем это уже обсудить // ааа //		что						нарратив		_		SCONJ
299.443	299.682		был да // я жаль что мы не сможем это уже обсудить // ааа //		мы						нарратив		Case=Nom|Number=Plur|Person=1		PRON
299.682	299.921		был да // я жаль что мы не сможем это уже обсудить // ааа //		не						нарратив		_		PART
299.921	300.16		был да // я жаль что мы не сможем это уже обсудить // ааа //		сможем						нарратив		Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act		VERB
300.16	300.399		был да // я жаль что мы не сможем это уже обсудить // ааа //		это						нарратив		Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing		PRON
300.399	300.638		был да // я жаль что мы не сможем это уже обсудить // ааа //		уже						нарратив		Degree=Pos		ADV
300.638	300.877		был да // я жаль что мы не сможем это уже обсудить // ааа //		обсудить						нарратив		Aspect=Perf|VerbForm=Inf|Voice=Act		VERB
300.877	301.116		был да // я жаль что мы не сможем это уже обсудить // ааа //		/						нарратив		_		PUNCT
301.116	301.355		был да // я жаль что мы не сможем это уже обсудить // ааа //		/						нарратив		_		PUNCT
301.355	301.594		был да // я жаль что мы не сможем это уже обсудить // ааа //		ааа						нарратив		_		INTJ
301.594	301.833		был да // я жаль что мы не сможем это уже обсудить // ааа //		/						нарратив		_		PUNCT
301.833	302.073		был да // я жаль что мы не сможем это уже обсудить // ааа //		/						нарратив		_		PUNCT
302.921	303.122		не знаю я правда не знаю как это случилось //		не						нарратив		_		PART
303.122	303.323		не знаю я правда не знаю как это случилось //		знаю						нарратив		Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act		VERB
303.323	303.524		не знаю я правда не знаю как это случилось //		я						нарратив		Case=Nom|Number=Sing|Person=1		PRON
303.524	303.725		не знаю я правда не знаю как это случилось //		правда						нарратив		Degree=Pos		ADV
303.725	303.926		не знаю я правда не знаю как это случилось //		не						нарратив		_		PART
303.926	304.127		не знаю я правда не знаю как это случилось //		знаю						нарратив		Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act		VERB
304.127	304.328		не знаю я правда не знаю как это случилось //		как						нарратив		_		SCONJ
304.328	304.529		не знаю я правда не знаю как это случилось //		это						нарратив		Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing		PRON
304.529	304.73		не знаю я правда не знаю как это случилось //		случилось						нарратив		Aspect=Perf|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid		VERB
304.73	304.931		не знаю я правда не знаю как это случилось //		/						нарратив		_		PUNCT
304.931	305.134		не знаю я правда не знаю как это случилось //		/						нарратив		_		PUNCT
309.058	309.344		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		я						нарратив		Case=Nom|Number=Sing|Person=1		PRON
309.344	309.63		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		никогда						нарратив		Degree=Pos		ADV
309.63	309.916		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		не						нарратив		_		PART
309.916	310.202		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		думала						нарратив		Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		VERB
310.202	310.488		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		что						нарратив		_		SCONJ
310.488	310.774		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
310.774	311.06		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		я						нарратив		Case=Nom|Number=Sing|Person=1		PRON
311.06	311.346		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		никогда						нарратив		Degree=Pos		ADV
311.346	311.632		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		не						нарратив		_		PART
311.632	311.918		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		мечтала						нарратив		Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		VERB
311.918	312.204		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		вот						нарратив		_		PART
312.204	312.49		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		про						нарратив		_		ADP
312.49	312.776		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		это						нарратив		Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing		PRON
312.776	313.062		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
313.062	313.348		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
313.348	313.634		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		у						нарратив		_		ADP
313.634	313.92		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		меня						нарратив		Case=Gen|Number=Sing|Person=1		PRON
313.92	314.206		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		не						нарратив		_		PART
314.206	314.492		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		было						нарратив		Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		VERB
314.492	314.778		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		мечты						нарратив		Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing		NOUN
314.778	315.064		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
315.064	315.35		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		ээ						нарратив		_		INTJ
315.35	315.636		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		стать						нарратив		Aspect=Perf|VerbForm=Inf|Voice=Mid		VERB
315.636	315.922		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		с...						нарратив		_		X
315.922	316.208		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		знаменитым						нарратив		Case=Ins|Degree=Pos|Gender=Masc|Number=Sing		ADJ
316.208	316.494		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		автором						нарратив		Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing		NOUN
316.494	316.78		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
316.78	317.066		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		стать						нарратив		Aspect=Perf|VerbForm=Inf|Voice=Mid		VERB
317.066	317.352		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		знаменитым						нарратив		Case=Ins|Degree=Pos|Gender=Masc|Number=Sing		ADJ
317.352	317.638		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		поэтом						нарратив		Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing		NOUN
317.638	317.924		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
317.924	318.21		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
318.21	318.496		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		мне						нарратив		Case=Dat|Number=Sing|Person=1		PRON
318.496	318.782		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		не						нарратив		_		PART
318.782	319.068		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		очень						нарратив		Degree=Pos		ADV
319.068	319.354		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		важно						нарратив		Degree=Pos		ADV
319.354	319.64		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		было						нарратив		Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act		AUX
319.64	319.926		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		как						нарратив		_		SCONJ
319.926	320.212		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		это						нарратив		Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing		PRON
320.212	320.498		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		произойдет						нарратив		Aspect=Perf|Mood=Ind|Number=Sing|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act		VERB
320.498	320.784		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
320.784	321.07		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		мне						нарратив		Case=Dat|Number=Sing|Person=1		PRON
321.07	321.356		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		хотелось						нарратив		Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid		VERB
321.356	321.642		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		какую-т...						нарратив		Case=Nom|Gender=Fem|Number=Sing		DET
321.642	321.928		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		/						нарратив		_		PUNCT
321.928	322.214		я никогда не думала что / я никогда не мечтала вот про это // у меня не было мечты / ээ стать с... знаменитым автором / стать знаменитым поэтом // мне не очень важно было как это произойдет / мне хотелось какую-т...  / как понять как слава устроена / знаешь ? // мне хотелось // ааа // оказаться на месте человека за которым я / там например там 10 лет наблюдаю // вот как он себя чувствует ? //		как						нарратив		_		SCONJ
